fps,frames_with_no_detection,area_bb,total_avg_displacement_x,total_avg_displacement_y,total_avg_displacement_x_abs,total_avg_displacement_y_abs
22.9035488644617,0,9992.01785714286,0.205035971223022,0.231884057971014,71.910071942446,31.9710144927536
25.5322112311672,0,9872.28474576271,0.822525597269625,-0.021052631578947,70.8156996587031,29.2701754385965
26.097613181015,0,9848.96853146853,-0.084507042253521,0.11660777385159,67.0774647887324,28.7597173144876
26.1560393372288,0,9692.02272727273,-0.243421052631579,0.250836120401338,63.2894736842105,30.7123745819398
24.9112312169626,0,10068.4025974026,-0.130718954248366,-0.171052631578947,66.1830065359477,26.6578947368421
26.1107728701715,0,10067.2789968652,-0.508090614886731,-0.179401993355482,61.7313915857605,30.6179401993356
25.8508721109399,3,10132.7571884984,0.812903225806452,0.368078175895765,61.5612903225806,30.1921824104235
25.7181994886165,11,10217.6767371601,0.323170731707317,-0.115501519756839,57.7378048780488,31.90273556231
25.5553903708127,4,10110.7712418301,-0.043189368770764,-0.173913043478261,68.109634551495,32.3344481605351
26.4075048794308,0,9824.20731707317,-2.13479623824451,0.10223642172524,74.8808777429467,31.4632587859425
24.5388562234898,0,10057.9786585366,2.40683229813665,0.236024844720497,61.1521739130435,26.9006211180124
25.2816645871383,1,9918.39634146342,-0.289719626168224,-0.117647058823529,63.8411214953271,27.202614379085
24.9573304613261,0,10103.6489028213,-0.157051282051282,-0.025889967637541,68.8301282051282,29.3851132686084
24.9334442991321,1,10265.3169230769,0.081761006289308,0.121794871794872,69.9308176100629,30.474358974359
23.9608793016773,6,10315.3785488959,-0.325806451612903,-0.035369774919614,66.7258064516129,32.491961414791
24.7162842225601,0,10207.1348684211,-0.013422818791946,0.141414141414141,77.744966442953,31.037037037037
24.8332080118888,0,9953.82121212121,-2.09785932721713,-0.019292604501608,56.8929663608563,28.7909967845659
25.4626162550691,0,9833.88728323699,0.074850299401198,0.16012084592145,57.5359281437126,29.7371601208459
24.8013434565624,0,9789.70538243626,-0.307471264367816,0.011940298507463,62.2959770114943,29.1223880597015
24.8707573349778,0,9715.90263691684,-0.131799163179916,-0.063291139240506,69.2615062761506,32.5232067510548
25.4666359032897,0,9751.72033898305,0.902298850574713,0.037249283667622,55.5977011494253,25.1776504297994
25.016127493081402,0,10315.022222222222,-2.0287539936102235,0.13355048859934854,65.7667731629393,28.706840390879478
25.290963688329857,1,10174.988059701493,0.12462006079027356,0.17073170731707318,58.73252279635258,28.091463414634145
24.50258794938602,0,10238.837142857143,0.6994219653179191,-0.01466275659824047,62.50289017341041,26.806451612903224
24.270907112931972,0,10017.19174041298,0.38323353293413176,0.043076923076923075,67.94610778443113,30.455384615384617
